package,DI,TI,PY,SO,AU,AU_UN,AU1_CO
bibliometrix,10.1016/j.ces.2019.04.030,QUALIFICATION OF MULTIPLE-PARTICLE POSITRON EMISSION PARTICLE TRACKING (M-PEPT) TECHNIQUE FOR MEASUREMENTS IN TURBULENT WALL-BOUNDED FLOW,2019,CHEMICAL ENGINEERING SCIENCE,WIGGINS C;PATEL N;BINGHAM Z;RUGGLES A,UNIV TENNESSEE;UNIV TENNESSEE,USA
bibliometrix,10.1016/j.ces.2019.04.016,A NOVEL IN SILICO SCALE-UP APPROACH FOR HOT MELT EXTRUSION PROCESSES,2019,CHEMICAL ENGINEERING SCIENCE,MATIC J;WITSCHNIGG A;ZAGLER M;EDER S;KHINAST J,GRAZ UNIV TECHNOL;RES CTR PHARMACEUT ENGN GMBH,AUSTRIA
bibliometrix,10.1016/j.ces.2019.04.011,NUMERICAL AND EXPERIMENTAL EVALUATION OF DROPLET BREAKAGE OF O/W EMULSIONS IN ROTOR-STATOR MIXERS,2019,CHEMICAL ENGINEERING SCIENCE,GALLASSI M;GONCALVES GFN;BOTTI TC;MOURA MJB;CARNEIRO JNE;CARVALHO MS,ISDB FLOWTECH;PONTIFICIA UNIV CATOLICA RIO DE JANEIRO,BRAZIL
bibliometrix,10.1016/j.ces.2019.03.054,A MODEL FOR PREDICTION OF MAXIMUM-EFFICIENCY INLET VELOCITY IN A GAS-SOLID CYCLONE SEPARATOR,2019,CHEMICAL ENGINEERING SCIENCE,WEI Q;SUN GG;YANG JX,CHINA UNIV PETR;BEIJING KEY LAB PROC FLUID FILTRAT AND SEPARAT;TAIYUAN UNIV TECHNOL,CHINA
bibliometrix,10.1016/j.ces.2019.04.027,DERIVATION OF DISPERSION COEFFICIENT IN AN ELECTRO-OSMOTIC FLOW OF A VISCOELASTIC FLUID THROUGH A POROUS-WALLED MICROCHANNEL,2019,CHEMICAL ENGINEERING SCIENCE,DEJAM M,UNIV WYOMING,USA
bibliometrix,10.1016/j.ces.2019.03.059,AN APPROACH TO SEPARATION EFFICIENCY MODELLING OF STRUCTURED PACKINGS BASED ON X-RAY TOMOGRAPHY MEASUREMENTS: APPLICATION TO AQUEOUS VISCOUS SYSTEMS,2019,CHEMICAL ENGINEERING SCIENCE,DALDRUP AG;CRINE M;MARCHOT P;TOYE D;KENIG EY,UNIV PADERBORN;UNIV LIEGE;GUBKIN RUSSIAN STATE UNIV OIL AND GAS,GERMANY
bibliometrix,10.1016/j.ces.2018.10.022,SOLVENT-MEDIATED MORPHOLOGY SELECTION OF THE ACTIVE PHARMACEUTICAL INGREDIENT ISONIAZID: EXPERIMENTAL AND SIMULATION STUDIES,2019,CHEMICAL ENGINEERING SCIENCE,HAN D;KARMAKAR T;BJELOBRK Z;GONG J;PARRINELLO M,TIANJIN UNIV;SWISS FED INST TECHNOL;SWISS FED INST TECHNOL;UNIV SVIZZERA ITALIANA,CHINA
bibliometrix,10.1016/j.resconrec.2019.05.002,CRITICAL EXAMINATION OF RECYCLED MUNICIPAL SOLID WASTE INCINERATION ASH AS A MINERAL SOURCE FOR PORTLAND CEMENT MANUFACTURE - A CASE STUDY,2019,RESOURCES CONSERVATION AND RECYCLING,SARMIENTO LM;CLAVIER KA;PARIS JM;FERRARO CC;TOWNSEND TG,UNIV FLORIDA;UNIV FLORIDA,USA
bibliometrix,10.1016/j.resconrec.2019.04.029,APPLICATION OF THE CAPABILITY MATURITY MODEL TO EVALUATING THE CARBON CAPABILITY MATURITY OF URBAN RESIDENTS IN 10 EASTERN PROVINCES OF CHINA,2019,RESOURCES CONSERVATION AND RECYCLING,WEI J;CHEN H;LONG RY;ZHAO F,XI AN JIAO TONG UNIV;CHINA UNIV MIN AND TECHNOL,CHINA
bibliometrix,10.1016/j.resconrec.2019.04.026,PRODUCING METALS FROM COMMON ROCKS: THE CASE OF GOLD,2019,RESOURCES CONSERVATION AND RECYCLING,PALACIOS JL;ABADIAS A;VALERO A;VALERO A;REUTER MA,HELMHOLTZ INST FREIBERG RESOURCE TECHNOL HIF;UNIV ZARAGOZA,ECUADOR
bibliometrix,10.1016/j.resconrec.2019.04.028,INVESTIGATING FACTORS INFLUENCING DECISION-MAKERS' INTENTION TO ADOPT GREEN IT IN MALAYSIAN MANUFACTURING INDUSTRY,2019,RESOURCES CONSERVATION AND RECYCLING,ASADI S;NILASHI M;SAFAEI M;ABDULLAH R;SAEED F;YADEGARIDEHKORDI E;SAMAD S,UNIV PUTRA MALAYSIA;TON DUC THANG UNIV;TON DUC THANG UNIV;UNIV TEKNOL MALAYSIA;TAIBAH UNIV;UNIV MALAYA;PRINCESS NOURAH BINT ABDULRAHMAN UNIV,VIETNAM
bibliometrix,10.1016/j.resconrec.2019.04.011,APPROACHES TO INTEGRATE SUSTAINABLE MATERIALS MANAGEMENT INTO WASTE MANAGEMENT PLANNING AND POLICY,2019,RESOURCES CONSERVATION AND RECYCLING,ANSHASSI M;LAUX SJ;TOWNSEND TG,UNIV FLORIDA,USA
bibliometrix,10.1016/j.resconrec.2019.04.022,ENVIRONMENTAL ASSESSMENT OF VALORISATION ALTERNATIVES FOR WOODY BIOMASS ASH IN CONSTRUCTION MATERIALS,2019,RESOURCES CONSERVATION AND RECYCLING,DA COSTA TP;QUINTEIRO P;TARELHO LAC;ARROJA L;DIAS AC,UNIV AVEIRO,PORTUGAL
bibliometrix,10.1016/j.resconrec.2019.05.001,ANALYSIS FOR RECYCLING AND REMANUFACTURING STRATEGIES IN A SUPPLY CHAIN CONSIDERING CONSUMERS' HETEROGENEOUS WTP,2019,RESOURCES CONSERVATION AND RECYCLING,LONG XF;GE JL;SHU T;LIU Y,HUNAN UNIV;HUNAN UNIV FINANCE AND ECON;INST SCI AND DEV,CHINA
bibliometrix,10.1016/j.resconrec.2019.05.015,TOTAL MATERIAL REQUIREMENT FOR THE GLOBAL ENERGY TRANSITION TO 2050: A FOCUS ON TRANSPORT AND ELECTRICITY,2019,RESOURCES CONSERVATION AND RECYCLING,WATARI T;MCLELLAN BC;GIURCO D;DOMINISH E;YAMASUE E;NANSAI K,KYOTO UNIV;UNIV TECHNOL SYDNEY;RITSUMEIKAN UNIV;NATL INST ENVIRONM STUDIES;UNIV SYDNEY,JAPAN
bibliometrix,10.1016/j.resconrec.2019.05.014,FOOD WASTE CO-DIGESTION IN GERMANY AND THE UNITED STATES: FROM LAB TO FULL-SCALE SYSTEMS,2019,RESOURCES CONSERVATION AND RECYCLING,LANSING S;HULSEMANN B;CHOUDHURY A;SCHUELER J;LISBOA MS;OECHSNER H,UNIV MARYLAND;UNIV HOHENHEIM;CORNELL UNIV,USA
bibliometrix,10.1016/j.resconrec.2019.05.008,OPTIMUM UTILIZATION OF WASTE FOUNDRY SAND AND FLY ASH FOR GEOPOLYMER CONCRETE SYNTHESIS USING D-OPTIMAL MIXTURE DESIGN OF EXPERIMENTS,2019,RESOURCES CONSERVATION AND RECYCLING,VENKATESAN M;ZAIB Q;SHAH IH;PARK HS,UNIV ULSAN;SCH CIVIL AND ENVIRONM ENGN,KOREA
bibliometrix,10.1016/j.resconrec.2019.05.019,EFFICIENCY IN WASTE MANAGEMENT COMPANIES: A PROPOSAL TO ASSESS SCALE ECONOMIES,2019,RESOURCES CONSERVATION AND RECYCLING,BARTOLACCI F;DEL GOBBO R;PAOLINI A;SOVERCHIA M,UNIV MACERATA;UNIV PISA,ITALY
bibliometrix,10.1016/j.resconrec.2019.03.029,IMPROVING THE RESOURCE FOOTPRINT EVALUATION OF PRODUCTS RECOVERED FROM WASTEWATER: A DISCUSSION ON APPROPRIATE ALLOCATION IN THE CONTEXT OF CIRCULAR ECONOMY,2019,RESOURCES CONSERVATION AND RECYCLING,SFEZ S;DE MEESTER S;VLAEMINCK SE;DEWULF J,UNIV GHENT;UNIV GHENT;UNIV ANTWERP,BELGIUM
bibliometrix,10.1016/j.resconrec.2019.01.039,"ENVIRONMENTAL BEHAVIOR IN A PRIVATE-SPHERE CONTEXT: INTEGRATING THEORIES OF PLANNED BEHAVIOR AND VALUE BELIEF NORM, SELF-IDENTITY AND HABIT",2019,RESOURCES CONSERVATION AND RECYCLING,GKARGKAVOUZI A;HALKOS G;MATSIORI S,UNIV THESSALY;UNIV THESSALY;UNIV THESSALY;UNIV THESSALY,GREECE
bibliometrix,10.1016/j.resconrec.2019.03.048,"DRIVING FACTORS OF CO2 EMISSIONS AND NEXUS WITH ECONOMIC GROWTH, DEVELOPMENT AND HUMAN HEALTH IN THE TOP TEN EMITTING COUNTRIES",2019,RESOURCES CONSERVATION AND RECYCLING,MOHMMED A;LI ZH;AROWOLO AO;SU HB;DENG XZ;NAJMUDDIN O;ZHANG Y,INST GEOG SCI AND NAT RESOURCES RES;CHINESE ACAD SCI;UNIV CHINESE ACAD SCI;CHINESE ACAD SCI,CHINA
bibliometrix,10.1016/j.resconrec.2019.04.034,LIFE CYCLE ASSESSMENT AND COSTING OF WASTEWATER TREATMENT SYSTEMS COUPLED TO CONSTRUCTED WETLANDS,2019,RESOURCES CONSERVATION AND RECYCLING,RESENDE JD;NOLASCO MA;PACCA SA,UNIV SAO PAULO,BRAZIL
bibliometrix,10.1016/j.wneu.2019.05.207,IS IT SAFE TO USE FRONTOFACIAL MONOBLOC ADVANCEMENT AND CUTTING GUIDES ON ADULT PATIENTS WITH CROUZON SYNDROME? INTRODUCING 2 CASES ON 41-AND 56-YEAR-OLD PATIENTS,2019,WORLD NEUROSURGERY,QUEIROS C;PAREI A;LOUISY A;LISTRAT A;TRAVERS N;JOLY A;LAURE B,CLOCHEVILLE HOSP;CLOCHEVILLE HOSP;CLOCHEVILLE HOSP;UNIV MED FRANCOIS RABELAIS,FRANCE
bibliometrix,10.1016/j.wneu.2019.05.168,MIDDLE MENINGEAL-MIDDLE CEREBRAL ARTERY ANASTOMOSIS FOR MOYAMOYA DISEASE,2019,WORLD NEUROSURGERY,YOKOYA S;HINO A;GOTO Y;OKA H,SAISEIKAI SHIGA HOSP,JAPAN
bibliometrix,10.1016/j.wneu.2019.05.174,POST-TRAUMATIC OCCIPITAL INTRADIPLOIC ENCEPHALOCELE,2019,WORLD NEUROSURGERY,KANDEMIRLI SG;CANDAN S;BILGIN C,ULUDAG UNIV,TURKEY
bibliometrix,10.1016/j.wneu.2019.05.173,HERPES SIMPLEX ENCEPHALITIS SHORTLY AFTER SURGERY FOR A SECONDARY GLIOBLASTOMA: A CASE REPORT AND REVIEW OF THE LITERATURE,2019,WORLD NEUROSURGERY,NG S;LE CORRE M;ALOY E;GRAS-COMBE G;DUFFAU H;BOETTO J,MONTPELLIER UNIV;CLIN LES FRANCISCAINES;MONTPELLIER UNIV,FRANCE
bibliometrix,10.1016/j.wneu.2019.05.175,DURAL-BASED FRONTAL LOBE HEMANGIOBLASTOMA,2019,WORLD NEUROSURGERY,LACERDA RAV;TEIXEIRA AG;SAUAIA EN;DE MACEDO LJM;ANTONIO AS;CABRAL JA;RAMOS F;VALENCA JT,MED SCH JUAZEIRO DO NORTE;FED UNIV CARIRI;GEN HOSP FORTALEZA;UNIV FORTALEZA;UNIV FED CEARA,BRAZIL
bibliometrix,10.1016/j.wneu.2019.05.192,PEEL-AWAY CATHETER INTRODUCER SHEATH FOR REDUCING NASAL TRAUMATIC INJURY DURING PEDIATRIC ENDOSCOPIC SKULL BASE SURGERY,2019,WORLD NEUROSURGERY,LA CORTE E;DE LAURENTIS C;ACERBI F;BROGGI M;PIPOLO C;MACCARI A;FELISATI G;FERROLI P,UNIV MILAN;UNIV MILAN;FDN IRCCS IST NEUROL CARLO BESTA,ITALY
bibliometrix,10.1016/j.wneu.2019.05.203,REVASCULARIZATION FOR IN-HOSPITAL ACUTE ISCHEMIC STROKE AFTER VIDEO-ASSISTED THORACIC SURGERY: REPORT OF 2 CASES AND LITERATURE REVIEW,2019,WORLD NEUROSURGERY,MORINAGA Y;NII K;SAKAMOTO K;INOUE R;MITSUTAKE T;HANADA H,FUKUOKA UNIV,JAPAN
bibliometrix,10.1016/j.wneu.2019.05.057,DIAGNOSIS OF VENTRICULAR SHUNT INFECTION IN CHILDREN: A SYSTEMATIC REVIEW,2019,WORLD NEUROSURGERY,ZERVOS T;WALTERS BC,HENRY FORD HOSP,USA
bibliometrix,10.1016/j.wneu.2019.05.088,PITUITARY ADENOMA CONCOMITANT WITH CHIARI I MALFORMATION: CASE REPORT AND LITERATURE REVIEW,2019,WORLD NEUROSURGERY,VILLALONGA JF;PILONIETA M;BARBERO JMR;CARRAU RL;PREVEDELLO DM,UNIV NACL TUCUMAN;UNIV NACL COLOMBIA;OHIO STATE UNIV;OHIO STATE UNIV,USA
bibliometrix,10.1016/j.wneu.2019.05.214,A NOVEL PERCUTANEOUS BIPORTAL ENDOSCOPIC TECHNIQUE FOR SYMPTOMATIC SPINAL EPIDURAL LIPOMATOSIS: TECHNICAL NOTE AND CASE PRESENTATIONS,2019,WORLD NEUROSURGERY,KANG SS;LEE SC;KIM SK,CHUNG HOSP;HIMCHAN HOSP;HURISARANG HOSP;YONSEI UNIV,KOREA
bibliometrix,10.1016/j.wneu.2019.05.199,EXPERIMENTAL MODEL FOR INTERLAMINAR ENDOSCOPIC SPINE PROCEDURES,2019,WORLD NEUROSURGERY,AMATO MCM;APRILE BC;DE OLIVEIRA CA;CAMEIRO VM;DE OLIVEIRA RS,AMATO INST MED AVANCADA;UNIV SAO PAULO,BRAZIL
bibliometrix,10.1016/j.wneu.2019.05.223,MEDICAL MANAGEMENT VERSUS SURGICAL BYPASS FOR SYMPTOMATIC INTRACRANIAL ATHEROSCLEROTIC DISEASE: A SYSTEMATIC REVIEW,2019,WORLD NEUROSURGERY,ILYAS A;CHEN CJ;IRONSIDE N;BUELL TJ;CHAGOYA G;SCHMALZ PG;STETLER WR;ANDALUZ N;JAMES RF;DING D,UNIV ALABAMA BIRMINGHAM;UNIV VIRGINIA HLTH SYST;COLUMBIA UNIV;UNIV LOUISVILLE,USA
bibliometrix,10.1016/j.wneu.2019.05.170,PROGNOSIS FACTOR IN OCULOMOTOR SCHWANNOMA: A CASE OF ENDOSCOPIC ENDONASAL APPROACH AND SYSTEMATIC REVIEW OF THE LITERATURE,2019,WORLD NEUROSURGERY,EL ASRI AC;ARNAOUT MM;GERGES MM;GAZZAZ M;EL MOSTARCHID B;SCHWARTZ TH,NEW YORK PRESBYTERIAN HOSP;DEPT OTOLARYNGOL AND NEUROSCI;MOHAMED V MIL HOSP;ZAGAZIG UNIV;AIN SHAMS UNIV,USA
bibliometrix,10.1016/j.wneu.2019.05.219,SURGICAL MANAGEMENT OF IDIOPATHIC THORACIC SPINAL CORD HERNIATION,2019,WORLD NEUROSURGERY,NEALE N;RAMAYYA A;WELCH W,UNIV PENN,USA
bibliometrix,10.1016/j.wneu.2019.05.234,MALIGNANT GLIOMA DEVELOPED ON A PATIENT UNDER DEEP BRAIN STIMULATION: PITFALLS IN MANAGEMENT,2019,WORLD NEUROSURGERY,ROLDAN P;NAJARRO R;DI SOMMA A;CULEBRAS D;HOYOS JA;COMPTA Y;CAMARA A;MUNOZ E;MARTI MJ;VALLDEORIOLA F;RUMIA J,UNIV BARCELONA;UNIV BARCELONA,SPAIN
bibliometrix,10.1016/j.wneu.2019.05.205,CURRENT APPROACHES AND CHALLENGES IN THE MOLECULAR THERAPEUTIC TARGETING OF GLIOBLASTOMA,2019,WORLD NEUROSURGERY,MOONEY J;BEMSTOCK JD;ILYAS A;IBRAHIM A;YAMASHITA D;MARKERT JM;NAKANO L,UNIV ALABAMA BIRMINGHAM;UNIV ALABAMA BIRMINGHAM,USA
bibliometrix,10.1016/j.wneu.2019.05.259,MIRROR DISTAL ANTERIOR CEREBRAL ARTERY ANEURYSMS IN A PATIENT WITH SUBARACHNOID HEMORRHAGE,2019,WORLD NEUROSURGERY,SCHWARTZ C;JAHROMI BR;HAFEZ A;NUMMINEN J;LEHECKA M;NIEMELA M,UNIV HELSINKI;UNIV HELSINKI;PARACELSUS MED UNIV,AUSTRIA
bibliometrix,10.1016/j.wneu.2019.05.202,SURGICAL OUTCOME IN AN INIENCEPHALY SURVIVOR: CASE REPORT AND REVIEW OF THE LITERATURE,2019,WORLD NEUROSURGERY,KHATRI D;GOSAL JS;JOSEPH J;DAS KK;BHAISORA KS;KUMAR R,SANJAY GANDHI POSTGRAD INST MED SCI,INDIA
bibliometrix,10.1016/j.wneu.2019.05.242,SAFETY AND EFFICACY OF POSTERIOR ATLANTO-AXIAL STABILIZATION USING INTRAOPERATIVE NAVIGATION SYSTEM WITH PREOPERATIVE COMPUTED TOMOGRAPHIC SCAN,2019,WORLD NEUROSURGERY,FIORENZA V;ASCANIO F,ARNAS CIV DI CRISTINA BENFRATELLI HOSP,ITALY
bibliometrix,10.1016/j.wneu.2019.05.224,CONTEMPORARY MANAGEMENT OF INCREASED INTRAOPERATIVE INTRACRANIAL PRESSURE: EVIDENCE-BASED ANESTHETIC AND SURGICAL REVIEW,2019,WORLD NEUROSURGERY,DESAI VR;SADRAMELI SS;HOPPE S;LEE JJ;JENSON A;STEELE WJ;NGUYEN H;MCDONAGH DL;BRITZ GW,HOUSTON METHODIST HOSP;MED UNIV GDANSK;UNIV TEXAS SOUTHWESTERN;UNIV TEXAS SOUTHWESTERN;UNIV TEXAS SOUTHWESTERN,USA
bibliometrix,10.1016/j.wneu.2019.05.215,SUPERFICIAL FEMORAL ARTERY INTERPOSITION GRAFT FOR REPAIR OF A RUPTURED MYCOTIC COMMON CAROTID ARTERY PSEUDOANEURYSM: CASE REPORT AND REVIEW OF THE LITERATURE,2019,WORLD NEUROSURGERY,BARANOSKI JF;WANEBO JE;HEILAND KE;ZABRAMSKI JM,BARROW NEUROL INST;HONORHLTH SCOTTSDALE OSBORN MOD CTR,USA
bibliometrix,10.1016/j.wneu.2019.05.208,A STAGED THERAPY FOR INTERNAL CAROTID ARTERY DISSECTION CAUSED BY VASCULAR EAGLE SYNDROME,2019,WORLD NEUROSURGERY,TORIKOSHI S;YAMAO Y;OGINO E;TAKI W;SUNOHARA T;NISHIMURA M,KOSEIKAI TAKEDA HOSP;KYOTO UNIV;UJI TOKUSHUKAI MED CTR;KOBE CITY MED CTR GEN HOSP;NATL CEREBRAL AND CARDIOVASC CTR,JAPAN
bibliometrix,10.1016/j.wneu.2019.05.147,8-YEAR FOLLOW-UP FOR WOMAN WITH SPINAL MENINGEAL MELANOCYTOMA IN S1 NERVE ROOT: CASE REPORT AND LITERATURE REVIEW,2019,WORLD NEUROSURGERY,YIN MC;MA JM;YE J;XU H;MO W,SHANGHAI UNIV TRADIT CHINESE MED,CHINA
bibliometrix,10.1016/j.wneu.2019.05.191,THREE-DIMENSIONAL PRINTED POLYMETHYLMETHACRYLATE CASTING MOLDS FOR POSTERIOR FOSSA RECONSTRUCTION IN THE SURGICAL TREATMENT OF CHIARI I MALFORMATION: TECHNICAL NOTE AND ILLUSTRATIVE CASES,2019,WORLD NEUROSURGERY,PIJPKER PAJ;WAGEMAKERS M;KRAEIMA J;VERGEER RA;KUIJLEN JMA;GROEN RJM,UNIV GRONINGEN;UNIV GRONINGEN,NETHERLANDS
bibliometrix,10.1016/j.wneu.2019.05.075,ACUTE PRESENTATION OF VESTIBULAR SCHWANNOMA SECONDARY TO INTRATUMORAL HEMORRHAGE: A CASE REPORT AND LITERATURE REVIEW,2019,WORLD NEUROSURGERY,MATHKOUR M;HEIBIG B;MCCORMACK E;AMENTA PS,TULANE UNIV MED CTR HOSP AND CLIN;OCHSNER MED CTR,USA
bibliometrix,10.1016/j.wneu.2019.05.245,TREATMENT OF A FUSIFORM ANTERIOR CEREBRAL ARTERY ANEURYSM BY REMODELING THE CIRCLE OF WILLIS WITH FLOW DIVERSION: A NOVEL TECHNICAL NOTE,2019,WORLD NEUROSURGERY,GRIFFIN A;CUTLER A;GONZALEZ LF,DUKE UNIV,USA
bibliometrix,10.1016/j.wneu.2019.05.236,INFANTILE OPTIC PATHWAY GLIOBLASTOMA,2019,WORLD NEUROSURGERY,SLEDLER DG;BEECHEY JC;JESSUP PJ;THANI NB,ROYAL HOBART HOSP;ROYAL HOBART HOSP,AUSTRALIA
bibliometrix,10.1016/j.wneu.2019.05.172,INTRAMEDULLARY THORACIC MENINGIOMA: A RARE CASE REPORT AND REVIEW OF THE LITERATURE,2019,WORLD NEUROSURGERY,CHENG C;WANG JZ;ZHAO SQ;TAO BZ;BAI SC;SHANG AJ,CHINESE PEOPLES LIBERAT ARMY GEN HOSP;CHINESE PEOPLES LIBERAT ARMY GEN HOSP,CHINA
bibliometrix,10.1016/j.wneu.2019.05.169,A PRELIMINARY ATTEMPT OF NONINTERVENTION IN THE TREATMENT OF PATIENTS WITH INTERVERTEBRAL DISC CALCIFICATION COMBINED WITH OSSIFICATION OF THE POSTERIOR LONGITUDINAL LIGAMENT,2019,WORLD NEUROSURGERY,ZHU J;SUN KA;XU XM;SUN JC;KONG QJ;WANG SM;SHI JG,SECOND MIL MED UNIV,CHINA
bibliometrix,10.1016/j.wneu.2019.05.087,THE BASAL SUBARACHNOID CISTERNS: SURGICAL AND ANATOMICAL CONSIDERATIONS,2019,WORLD NEUROSURGERY,ALTAFULLA J;BORDES S;JENKINS S;LITVACK Z;IWANAGA J;LOUKAS M;TUBBS RS,SEATTLE SCI FDN;SWEDISH NEUROSCI INST;ST GEORGES UNIV,USA
bibliometrix,10.1016/j.wneu.2019.06.008,"ANDREAS VESALIUS, THE PREDECESSOR OF NEUROSURGERY: HOW HIS PROGRESSIVE SCIENTIFIC ACHIEVEMENTS AFFECTED HIS PROFESSIONAL LIFE AND DESTINY",2019,WORLD NEUROSURGERY,SPLAYSKI B;ROTIM K;LAKICEVIC G;GIENAPP AJ;BOOP FA;ARNAUTOVIC KI,SESTRE MILOSRDNICE UNIV HOSP CTR;OSIJEK UNIV;OSIJEK UNIV;MOSTAR UNIV HOSP;NEUROSCI INST;SEMMES MURPHEY CLIN;UNIV TENNESSEE,USA
bibliometrix,10.1016/j.wneu.2019.06.012,PERINEAL AND RADICULAR PAIN CAUSED BY CONTRALATERAL SACRAL NERVE ROOT SCHWANNOMA: CASE REPORT AND REVIEW OF LITERATURE,2019,WORLD NEUROSURGERY,CAMACHO JE;USMAN MF;HO CP;SANSUR CA;LUDWIG SC,UNIV MARYLAND;UNIV MARYLAND;UNIV MARYLAND,USA
bibliometrix,10.1016/j.wneu.2019.06.036,"PRIMARY, DURAL-BASED, EWING SARCOMA MANIFESTING WITH SEIZURE ACTIVITY: PRESENTATION OF A RARE TUMOR ENTITY WITH LITERATURE REVIEW",2019,WORLD NEUROSURGERY,PANAGOPOULOS D;THEMISTOCLEOUS M;APOSTOLOPOULOU K;SFAKIANOS G,PEDIAT HOSP ATHENS,GREECE
bibliometrix,10.1016/j.wneu.2019.06.007,MAGNETIC RESONANCE IMAGING SAFETY OF RETAINED TIP AND PROTECTIVE COILS AFTER FAULTY DEPLOYMENT OF AN INTRACRANIAL PIPELINE EMBOLIZATION DEVICE: A CASE REPORT,2019,WORLD NEUROSURGERY,ELSAYED GA;CHAGOYA G;BERNSTOCK JD;OMAR N;TABIBIAN E;GESSLER F;BELLEW MP;HELLINGER F,UNIV ALABAMA BIRMINGHAM;GOETHE UNIV HOSP;FLORIDA HOSP,USA
bibliometrix,10.1016/j.wneu.2019.05.260,CEREBRAL TRYPANOSOMIASIS IN AN IMMUNOCOMPROMISED PATIENT: CASE REPORT AND REVIEW OF THE LITERATURE,2019,WORLD NEUROSURGERY,KAUSHAL M;SHABANI S;COCHRAN EJ;SAMRA H;ZWAGERMAN NT,MED COLL WISCONSIN;MED COLL WISCONSIN,USA
bibliometrix,10.1016/j.wneu.2019.06.011,NEURAL CREST CELL FAILURE AS EMBRYOGENESIS FOR FUSIFORM ANEURYSM OF THE ANTERIOR COMMUNICATING ARTERY: CASE REPORT AND REVIEW OF THE LITERATURE,2019,WORLD NEUROSURGERY,MACKEL CE;DEVAIAH A;HOLSAPPLE J;MOORE JM,BETH ISRAEL DEACONESS MED CTR;BOSTON MED CTR;BOSTON MED CTR,USA
bibliometrix,10.1016/j.wneu.2019.06.051,INTRACRANIAL PENETRATING TRAUMA CAUSED BY FISHING SINKER,2019,WORLD NEUROSURGERY,AYDIN S,UNIV HLTH SCI,TURKEY
bibliometrix,10.1016/j.wneu.2019.06.052,EMERGENT RESCUE EXTRACRANIAL-INTRACRANIAL BYPASS FOR ACUTE CAROTID STENT THROMBOSIS REPORT,2019,WORLD NEUROSURGERY,TOLJAN K;JOVANOVIC I;NEMIR J;OZRETIC D;POLJAKOVIC Z;STAMBOLIJA V;MRAK G,UNIV HOSP CTR ZAGREB;UNIV HOSP CTR ZAGREB;UNIV HOSP CTR ZAGREB;UNIV HOSP CTR ZAGREB,CROATIA
bibliometrix,10.1016/j.wneu.2019.05.206,SPINAL MYXOPAPILLARY EPENDYMOMA: THE SAPIENZA UNIVERSITY EXPERIENCE AND COMPREHENSIVE LITERATURE REVIEW CONCERNING THE CLINICAL COURSE OF 1602 PATIENTS,2019,WORLD NEUROSURGERY,PESCE A;PALMIERI M;ARMOCIDA D;FRAI A;MISCUSI M;RACO A,SAPIENZA UNIV ROME;SAPIENZA UNIV ROME;SAPIENZA UNIV CORSO DELLA REPUBBL,ITALY
bibliometrix,10.1016/j.wneu.2019.05.176,GIANT SADDLE AREA LYMPHOID EPITHELIAL CARCINOMA: A CASE REPORT AND LITERATURE REVIEW,2019,WORLD NEUROSURGERY,LIU LP;LIU XR;QU LM;ZHANG Y;LI YQ,JILIN UNIV;JILIN UNIV,CHINA
bibliometrix,10.1016/j.wneu.2019.06.048,A BIBLIOMETRIC STUDY OF THE MOST CITED REPORTS IN CENTRAL NERVOUS SYSTEM ARTERIOVENOUS MALFORMATIONS,2019,WORLD NEUROSURGERY,RAMOS MB;TEIXEIRA MJ;PREUL MC;SPETZLER RF;FIGUEIREDO EG,UNIV CAXIAS DO SUL;UNIV SAO PAULO;BARROW NEUROL INST,BRAZIL
bibliometrix,10.1016/j.wneu.2019.06.064,STEREOTACTIC RADIOSURGERY IN LARGE INTRACRANIAL MENINGIOMAS: A SYSTEMATIC REVIEW,2019,WORLD NEUROSURGERY,FATIMA N;MEOLA A;POLLOM E;CHAUDHARY N;SOLTYS S;CHANG SD,STANFORD UNIV;STANFORD UNIV,USA
bibliometrix,10.1016/j.wneu.2019.05.235,SURGICAL MANAGEMENT OF GORHAM-STOUT DISEASE IN CERVICAL COMPRESSION FRACTURE WITH CERVICOTHORACIC FUSION: CASE REPORT AND REVIEW OF LITERATURE,2019,WORLD NEUROSURGERY,KIM JH;YOON D;KIM KN;SHIN DA;YI S;KANG J;HA Y,YONSEI UNIV,KOREA
bibliometrix,10.1016/j.wneu.2019.06.090,ACUTE HYDROCEPHALUS REQUIRING EXTERNAL VENTRICULAR DRAINAGE FOLLOWING PERIMESENCEPHALIC NONANEURYSMAL SUBARACHNOID HEMORRHAGE IN A PEDIATRIC PATIENT: CASE REPORT AND REVIEW OF THE LITERATURE,2019,WORLD NEUROSURGERY,NAKASHIMA T;IIJIMA K;MURAOKA S;KOKETSU N,TOSEI GEN HOSP;CHIKUMA CENT HOSP,JAPAN
bibliometrix,10.1016/j.wneu.2019.06.050,RECURRENT BLEEDING AFTER PERIMESENCEPHALIC HEMORRHAGE: CASE REPORT AND REVIEW OF THE LITERATURE,2019,WORLD NEUROSURGERY,DERRAZ I;LEFEVRE PH;CAGNAZZO F;DARGAZANLI C;GASCOU G;COSTALAT V,MONTPELLIER UNIV,FRANCE
